,longitude,latitude,p_nom,population_density,co2l
GB0 29,-3.7,51.6,926.1,0.1,0.0
GB0 3,0.1,51.9,1773.3,0.1,0.0
GB0 30,-3.0,50.8,2822.4,0.1,0.0
GB0 31,-2.1,52.5,1445.1,22.0,0.0
GB0 32,-4.9,55.1,1125.3,0.0,0.0
GB0 33,-3.2,55.1,68.2,0.1,0.0
GB0 34,-2.3,55.0,27.7,0.0,0.0
GB0 35,-1.6,55.1,4.5,0.1,0.0
GB0 36,-1.5,55.0,3.9,3.0,0.0
GB0 37,-1.5,55.0,3.8,1.8,0.0
GB0 38,-1.4,54.9,8.9,20.5,0.0
GB0 39,-1.1,54.6,0.3,0.1,0.0
GB0 4,0.2,51.4,30804.0,47.5,0.0
GB0 40,-2.2,53.8,38.3,0.6,0.0
GB0 41,-1.8,53.8,19.7,1.1,0.0
GB0 42,-1.5,54.0,59.9,0.1,0.0
GB0 43,-1.6,53.8,14.9,9.0,0.0
GB0 44,-1.8,53.7,9.6,2.6,0.0
GB0 45,-2.1,52.6,2372.0,11.3,0.0
GB0 46,-1.2,54.0,58.9,12.4,0.0
GB0 47,-0.3,53.8,9.6,1.3,0.0
GB0 48,-0.1,53.8,20.5,0.0,0.0
GB0 49,-0.2,53.7,3.1,0.0,0.0
GB0 5,-0.8,53.7,474.9,0.0,0.0
GB0 50,-0.9,53.2,176.6,0.2,0.0
GB0 51,-0.9,53.1,96.1,0.1,0.0
GB0 52,-4.8,57.3,34.5,0.0,0.0
GB0 53,-4.7,57.1,9.4,0.0,0.0
GB0 54,-5.0,56.4,33.6,0.0,0.0
GB0 55,-4.7,56.4,14.5,0.0,0.0
GB0 56,-4.1,56.8,7.7,0.0,0.0
GB0 57,-3.0,56.6,81.1,0.0,0.0
GB0 58,-3.3,56.1,8.1,0.0,0.0
GB0 59,-2.2,52.5,23.8,0.1,0.0
GB0 60,-4.1,56.7,10.1,0.0,0.0
GB0 61,-3.3,51.5,744.1,0.1,0.0
GB0 7,-1.5,53.4,158.4,11.8,0.0
GB0 8,-4.1,55.7,78.9,0.0,0.0
GB0 9,-2.2,53.4,144.3,4.5,0.0
GB5 0,-6.1,54.7,539.0,0.1,0.0
GR1 0,22.3,40.5,1533.9,0.1,0.0
GR1 1,23.6,38.2,6757.7,0.0,0.0
GR1 2,23.9,37.8,1659.1,0.4,0.0
GR1 3,21.8,38.5,279.3,0.0,0.0
GR1 4,22.6,37.7,443.5,0.1,0.0
GR1 5,22.6,38.4,5544.7,0.1,0.0
GR1 6,23.2,38.2,56.5,0.2,0.0
GR1 7,21.1,39.3,170.1,0.0,0.0
GR1 8,22.0,39.5,3085.2,0.1,0.0
HR1 0,15.7,45.1,291.6,0.0,0.0
HR1 1,17.0,45.6,3456.8,0.1,0.0
HR1 2,18.4,45.3,18.4,1.3,0.0
HU1 0,17.4,47.5,430.8,0.1,0.0
HU1 1,19.9,47.5,762.7,0.4,0.0
HU1 2,18.9,47.4,123.9,1.3,0.0
HU1 3,18.7,47.2,102.7,0.1,0.0
HU1 4,18.3,46.4,346.7,0.1,0.0
HU1 5,20.4,46.4,302.4,0.2,0.0
HU1 6,20.2,47.7,825.2,0.1,0.0
IE5 0,-6.4,53.3,31.7,3.8,0.0
IE5 1,-8.6,52.2,676.5,0.1,0.0
IE5 2,-9.0,53.0,38.6,0.0,0.0
IE5 3,-6.8,52.5,3345.9,0.0,0.0
IT1 0,14.1,41.2,36277.4,0.0,0.0
IT1 1,10.7,45.4,1406.7,0.0,0.0
IT1 10,13.9,42.5,29643.5,0.0,0.0
IT1 11,13.2,45.9,649.8,0.0,0.0
IT1 12,17.4,40.5,1283.5,0.0,0.0
IT1 13,11.0,44.5,476.2,0.0,0.0
IT1 14,12.4,44.1,30131.7,1.3,0.0
IT1 15,9.9,44.2,1722.7,0.0,0.0
IT1 17,11.0,42.9,1098.6,0.1,0.0
IT1 18,10.9,46.5,12822.6,1.0,0.0
IT1 19,9.3,44.4,700.8,0.0,0.0
IT1 20,15.1,37.3,7264.8,0.0,0.0
IT1 25,11.4,44.9,73.0,0.0,0.0
IT1 26,13.8,42.5,16.4,0.0,0.0
IT1 27,13.8,42.1,2387.0,14.2,0.0
IT1 29,8.2,44.6,154.4,0.0,0.0
IT1 3,8.3,44.8,33075.9,0.5,0.0
IT1 30,7.6,43.8,393.3,0.0,0.0
IT1 31,8.0,44.0,1505.2,0.0,0.0
IT1 32,12.2,46.2,3177.4,0.0,0.0
IT1 33,11.4,46.0,1022.4,0.0,0.0
IT1 34,11.7,45.8,559.4,0.0,0.0
IT1 35,11.5,45.5,873.8,5.3,0.0
IT1 36,11.6,45.4,476.3,1.0,0.0
IT1 37,12.3,46.1,9.0,0.0,0.0
IT1 38,12.1,45.6,1159.7,3.5,0.0
IT1 39,13.2,46.1,315.5,33.9,0.0
IT1 40,13.8,45.7,6.5,12.2,0.0
IT1 41,7.5,45.8,6.9,0.2,0.0
IT1 43,8.0,45.5,1508.5,0.0,0.0
IT1 44,8.2,45.2,101.4,0.0,0.0
IT1 45,9.6,46.1,719.5,16.2,0.0
IT1 50,10.7,45.5,611.0,0.3,0.0
IT1 52,9.6,44.4,196.1,0.1,0.0
IT1 53,11.7,45.6,654.3,0.3,0.0
IT1 54,12.8,46.0,237.3,0.0,0.0
IT1 55,11.7,43.4,3081.3,0.1,0.0
IT1 56,12.2,43.0,1027.7,0.0,0.0
IT1 6,12.2,45.5,748.6,0.6,0.0
IT1 7,11.0,43.7,9932.5,0.6,0.0
IT1 8,12.1,42.2,816.2,0.0,0.0
IT1 9,9.7,45.1,631.0,0.3,0.0
IT3 0,8.8,39.5,1344.9,0.0,0.0
IT3 1,8.4,40.8,355.3,0.0,0.0
LT6 0,21.9,55.2,75.5,0.0,0.0
LT6 1,24.9,55.0,3360.8,0.1,0.0
LU1 0,6.1,49.7,7694.9,7.0,0.0
LV6 0,23.7,56.8,4.9,0.0,0.0
NL1 1,4.8,52.4,1298.9,19.9,0.0
NL1 10,5.9,51.1,533.8,5.0,0.0
NL1 11,4.2,51.4,6576.7,0.5,0.0
NL1 12,5.9,53.2,339.1,0.4,0.0
NL1 13,5.9,53.0,480.3,0.4,0.0
NL1 14,6.0,53.2,639.4,0.7,0.0
NL1 15,6.1,52.5,368.4,4.8,0.0
NL1 16,6.1,52.5,281.7,8.0,0.0
NL1 17,6.5,53.2,345.1,2.2,0.0
NL1 18,6.5,53.0,551.5,2.7,0.0
NL1 19,7.0,53.3,95.4,0.2,0.0
NL1 2,4.6,51.9,667.2,28.1,0.0
NL1 20,6.9,53.1,537.9,0.3,0.0
NL1 3,5.1,51.6,1272.3,2.7,0.0
NL1 4,6.8,53.4,160.9,0.2,0.0
NL1 5,5.6,52.6,685.4,0.5,0.0
NL1 6,5.7,51.9,7931.1,2.6,0.0
NL1 7,5.9,51.6,409.0,1.2,0.0
NL1 8,6.3,52.0,469.3,0.3,0.0
NL1 9,6.7,52.2,577.6,1.1,0.0
NO2 0,7.0,58.7,10.3,0.0,0.0
NO2 1,5.6,60.5,7.2,0.0,0.0
NO2 11,9.6,59.1,0.7,0.6,0.0
NO2 13,8.7,60.7,6.3,0.0,0.0
NO2 15,8.6,59.9,1.0,0.0,0.0
NO2 16,7.2,60.5,2.9,0.0,0.0
NO2 17,11.3,60.4,2005.8,0.1,0.0
NO2 18,9.3,61.5,2.2,0.0,0.0
NO2 19,11.2,60.8,2567.6,1.0,0.0
NO2 2,11.4,63.8,24.8,0.2,0.0
NO2 20,8.9,59.4,1306.3,0.1,0.0
NO2 21,10.4,59.3,1.6,1.2,0.0
NO2 22,9.1,61.9,8.9,0.1,0.0
NO2 3,10.6,59.8,8.5,0.6,0.0
NO2 4,8.6,63.0,23.0,0.1,0.0
NO2 5,6.9,59.5,4.6,0.0,0.0
NO2 6,8.0,60.6,7.7,0.0,0.0
NO2 7,7.5,59.7,10.1,0.0,0.0
NO2 8,5.6,59.6,1.8,0.0,0.0
PL1 0,16.7,53.6,727.4,0.3,0.0
PL1 1,16.5,51.1,375.7,0.2,0.0
PL1 11,19.2,50.7,28.6,0.1,0.0
PL1 12,19.0,50.2,13.0,2.8,0.0
PL1 13,20.5,53.8,90.8,6.8,0.0
PL1 14,18.3,50.3,40.5,1.5,0.0
PL1 15,22.6,51.2,50.2,0.7,0.0
PL1 16,23.2,50.7,109.2,1.1,0.0
PL1 17,18.0,50.6,29.5,0.1,0.0
PL1 18,22.1,50.5,37.8,1.9,0.0
PL1 19,16.8,50.6,46.1,0.4,0.0
PL1 2,19.3,51.6,419.2,0.2,0.0
PL1 20,18.5,54.4,8.8,3.4,0.0
PL1 21,18.5,53.0,33.5,0.5,0.0
PL1 22,18.9,52.7,155.4,0.2,0.0
PL1 23,14.7,53.9,24.5,0.1,0.0
PL1 24,15.2,52.7,39.4,12.8,0.0
PL1 25,19.6,52.4,44.6,0.2,0.0
PL1 26,15.3,51.9,2438.9,0.1,0.0
PL1 3,20.8,52.2,156.8,1.9,0.0
PL1 4,19.8,50.1,191.3,0.3,0.0
PL1 5,19.0,50.3,48.0,27.2,0.0
PL1 6,22.0,51.7,394.3,0.3,0.0
PL1 7,21.1,50.4,325.2,0.2,0.0
PL1 8,22.0,53.0,366.7,0.1,0.0
PL1 9,17.9,52.2,152.0,0.2,0.0
PT1 0,-8.5,39.4,451.4,0.0,0.0
PT1 3,-8.3,41.3,58.7,3.9,0.0
PT1 5,-6.9,41.4,196.9,0.0,0.0
PT1 6,-8.4,38.3,3128.6,0.0,0.0
PT1 7,-8.4,40.2,41.6,0.0,0.0
PT1 8,-8.2,41.2,9.5,4.2,0.0
RO1 0,25.7,44.8,716.7,0.1,0.0
RO1 1,23.0,46.4,336.5,0.1,0.0
RO1 2,27.0,46.4,171.3,0.8,0.0
RO1 3,24.5,45.2,27.2,0.1,0.0
RO1 4,26.0,46.8,1554.2,0.0,0.0
RO1 5,27.9,44.0,11.5,0.0,0.0
RO1 6,23.6,46.1,1037.5,0.1,0.0
RO1 7,27.5,47.2,29.0,0.2,0.0
RO1 8,27.7,46.6,44.7,3.1,0.0
SE2 0,15.8,63.4,26.9,0.0,0.0
SE2 1,16.4,62.7,12.2,0.0,0.0
SE2 10,12.5,57.4,34.2,0.1,0.0
SE2 11,14.8,62.5,11.0,0.0,0.0
SE2 12,17.0,63.4,0.3,0.0,0.0
SE2 13,19.5,64.8,4.1,0.0,0.0
SE2 14,16.3,59.6,53.3,0.1,0.0
SE2 17,17.2,61.2,3.3,0.0,0.0
SE2 19,16.4,61.4,5.9,0.0,0.0
SE2 2,15.3,57.8,296.6,0.0,0.0
SE2 20,16.6,60.9,2.0,0.0,0.0
SE2 21,16.5,60.4,21.2,0.0,0.0
SE2 22,15.8,61.9,1.3,0.0,0.0
SE2 23,16.3,61.8,4.4,0.0,0.0
SE2 24,15.0,65.7,1.0,0.0,0.0
SE2 25,16.3,60.4,11.7,0.0,0.0
SE2 3,18.0,59.7,100.1,0.0,0.0
SE2 4,20.6,66.4,12.4,0.1,0.0
SE2 5,15.1,59.7,136.9,0.0,0.0
SE2 6,12.2,58.3,143.8,0.1,0.0
SE2 7,17.0,60.7,6.7,0.0,0.0
SE2 8,13.2,55.8,193.7,0.1,0.0
SE2 9,17.8,63.2,26.5,0.0,0.0
SI1 0,14.5,46.0,241.6,9.2,0.0
SI1 1,15.7,46.5,131.9,0.5,0.0
SK1 0,17.6,48.5,154.9,0.4,0.0
SK1 1,21.0,48.7,12046.8,0.1,0.0
SK1 2,18.4,48.2,138.5,0.3,0.0
SK1 3,19.3,49.0,8486.6,0.1,0.0
SK1 4,18.8,49.1,24.9,0.4,0.0
